author_sort,title,series,series_index,Stars (out of 5)
"Snicket, Lemony",A Series of Unfortunate Events # 11: The Grim Grotto,A Series of Unfortunate Events,11,4
"Snicket, Lemony",A Series of Unfortunate Events #12: The penultimate peril,A Series of Unfortunate Events,12,4
"Snicket, Lemony",A Series of Unfortunate Events #13: The End,A Series of Unfortunate Events,13,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #2: The Reptile Room,A Series of Unfortunate Events,2,4
"Snicket, Lemony & Helquist, Brett","A Series of Unfortunate Events #3: The Wide Window: Or, Disappearance!",A Series of Unfortunate Events,3,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #4: The Miserable Mill,A Series of Unfortunate Events,4,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #5: The Austere Academy,A Series of Unfortunate Events,5,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #6: The Ersatz Elevator,A Series of Unfortunate Events,6,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #7: The Vile Village,A Series of Unfortunate Events,7,4
"Snicket, Lemony & Helquist, Brett",A Series of Unfortunate Events #9: The Carnivorous Carnival,A Series of Unfortunate Events,9,4
"Sniegoski, Thomas E.",The God Machine,Hellboy,5,5
"Snow, Alexa & Davitt, Jane",Laying a Ghost,Ghost,1,4
"Snow, Alexa & Davitt, Jane",Giving Up the Ghost,Ghost,2,4
"Snow, Alexa & Davitt, Jane",Waking the Dead,Ghost,3,4
"Snow, D. L.",Slayer,,1,4
"Snyder, Timothy",Bloodlands: Europe Between Hitler and Stalin,,1,5
"Sobel, Dava & Andrewes, William J. H.",The Illustrated Longitude: The True Story of a Lone Genius Who Solved the Greatest Scientific Problem of His Time,,1,5
"Sobrato, Jamie",Any Way You Want Me,Harlequin Blaze,216,5
"Soehnlein, K. M.",Robin and Ruby,,1,5
"Sokoloff, Alexandra",Book of Shadows,,1,5
"Sokoloff, Alexandra",The Unseen,,1,5
"Sokolov, Raymond A.",The Saucier's Apprentice: A Modern Guide to Classic French Sauces for the Home,,1,5
"Solares, Martín",The Black Minutes,,1,5
"Solheim, Beth",At Witt's End,Sadie Witt Mystery,1,4
"Soli, Tatjana",The Lotus Eaters: A Novel,,1,3
"Solomon, Robert","The Art of Client Service, Revised and Updated Edition: 58 Things Every Advertising & Marketing Professional Should Know",,1,5
"Solomon, Steven","Water: The Epic Struggle for Wealth, Power, and Civilization",,1,5
"Solomons, Natasha",Mr. Rosenblum's List: Or Friendly Guidance for the Aspiring Englishman,,1,5
"Somers, Jeff",The Electric Church,Avery Cates,1,4
"Somers, Jeff",The Digital Plague,Avery Cates,2,4
"Somers, Jeff",The Eternal Prison,Avery Cates,3,4
"Somers, Jeff",The Terminal State,Avery Cates,4,4
"Somers, Sydney",Primal Pleasure,Pendragon Gargoyles,3,4
"Somerville, Edith",The Real Charlotte,,1,5
"Somtow, S.P.",Do Comets Dream?,Star Trek: TNG,107,3
"Sonnenblick, Jordan","Drums, Girls, and Dangerous Pie",Sonnenblick,1,5
"Sonnenblick, Jordan",Notes From the Midnight Driver,Sonnenblick,2,5
"Sonnenblick, Jordan",Zen and the Art of Faking It,Sonnenblick,3,5
"Sorensen, Ted",Kennedy: The Classic Biography,,1,5
"Soseki, Natsume",Kokoro,,1,5
"Souders, Steve",Even Faster Web Sites,,1,5
"Souders, Steve",High Performance Web Sites,,1,5
"Sounes, Howard",Fab: An Intimate Life of Paul McCartney,,1,5
"South, Mary",The Cure for Anything Is Salt Water: How I Threw My Life Overboard and Found Happiness at Sea,,1,5
"Sparks, Kerrelyn",Vampire Mine,Love at stake,10,5
"Sparks, Nicholas",True Believer,Jeremy Marsh,1,5
"Sparks, Nicholas",At First Sight,Jeremy Marsh,2,5
"Sparks, Nicholas",The Notebook,The Calhoun Family,1,5
"Sparks, Nicholas",The Wedding,The Calhoun Family,2,5
"Sparks, Nicholas",A Bend in the Road,,1,5
"Sparks, Nicholas",A Walk to Remember,,1,5
"Sparks, Nicholas",Dear John,,1,5
"Sparks, Nicholas",Message in a Bottle,,1,4
"Sparks, Nicholas",Nights in Rodanthe,,1,5
"Sparks, Nicholas",Safe Haven,,1,5
"Sparks, Nicholas",The Choice,,1,5
"Sparks, Nicholas",The Last Song,,1,5
"Sparks, Nicholas",The Lucky One,,1,5
"Sparks, Nicholas",The Rescue,,1,5
"Sparks, Nicholas & Sparks, Micah",Three Weeks With My Brother,,1,5
"Specter, Michael","Denialism: How Irrational Thinking Hinders Scientific Progress, Harms the Planet, and Threatens Our Lives",,1,5
"Spencer, Wen",Tinker,Tinker,1,4
"Spencer, Wen",Wolf Who Rules,Tinker,2,4
"Spencer, Wen",A Brother's Price,,1,3
"Spencer, Wen",Endless Blue,,1,4
"Speyer, Chris",Devil's Rock,,1,5
"Spillane, Mickey & Collins, Max Allan",The Mike Hammer Collection,,1,5
"Spiller, Robert",The Witch of Agnesi,Bonnie Pinkwater,1,5
"Spragg, Mark",Bone Fire,,1,5
"Sprunk, Jon",Shadow's Son,Shadow,1,5
"Stabenow, Dana",A cold day for murder,Kate Shugak Mystery,1,3
"Stabenow, Dana",Dead in the water,Kate Shugak Mystery,3,3
"Stabenow, Dana",A cold-blooded business,Kate Shugak Mystery,4,3
"Stabenow, Dana",Play with fire,Kate Shugak Mystery,5,3
"Stabenow, Dana",Blood Will Tell,Kate Shugak Mystery,6,3
"Stabenow, Dana",Breakup,Kate Shugak Mystery,7,3
"Stabenow, Dana",Killing grounds,Kate Shugak Mystery,8,3
"Stabenow, Dana",Midnight come again,Kate Shugak Mystery,10,3
"Stabenow, Dana",The Singing of the Dead,Kate Shugak Mystery,11,3
"Stabenow, Dana",A fine and bitter snow,Kate Shugak Mystery,12,3
"Stabenow, Dana",A grave denied,Kate Shugak Mystery,13,3
"Stabenow, Dana",A taint in the blood,Kate Shugak Mystery,14,3
"Stabenow, Dana",A deeper sleep,Kate Shugak Mystery,15,3
"Stabenow, Dana",Whisper to the Blood,Kate Shugak Mystery,16,3
"Stabenow, Dana",Fire and ice,Liam Campbell,1,3
"Stabenow, Dana",So sure of death,Liam Campbell,2,3
"Stabenow, Dana",Nothing gold can stay,Liam Campbell,3,3
"Stabenow, Dana",Better to rest,Liam Campbell,4,3
"Stabenow, Dana",Blindfold Game,,1,3
"Stabenow, Dana",Prepared for rage,,1,3
"Stabiner, Karen",Getting In: A Novel,,1,5
"Stableford, Brian",The Cassandra Complex,emortality,1,5
"Stableford, Brian",Inherit the Earth,emortality,2,5
"Stableford, Brian",Dark Ararat,emortality,3,5
"Stableford, Brian",Architects of Emortality,emortality,4,3
"Stableford, Brian",The Fountains of Youth,emortality,5,5
"Stableford, Brian",The Omega Expedition,emortality,6,5
"Stableford, Brian & Brian, Stableford",The Dragon Man,emortality,7,5
"Stack, Megan K.",Every Man in This Village Is a Liar: An Education in War,,1,5
"Stackpole, Michael A.","Star Wars: I, Jedi",Star Wars: 11 ABY,4,3
"Stackpole, Michael A.",Star Wars: Dark Tide I: Onslaught,Star Wars: 25 ABY,2,3
"Stackpole, Michael A.",Star Wars: Dark Tide II: Ruin,Star Wars: 25 ABY,3,3
"Stackpole, Michael A.",Star Wars: X-Wing: Rogue Squadron,Star Wars: 6.5 ABY,1,3
"Stackpole, Michael A.",Star Wars: X-Wing: Wedge's Gamble,Star Wars: 6.5 ABY,2,3
"Stackpole, Michael A.",Star Wars: X-Wing: The Krytos Trap,Star Wars: 7 ABY,1,3
"Stackpole, Michael A.",Star Wars: X-Wing: The Bacta War,Star Wars: 7 ABY,2,3
"Stackpole, Michael A.",Star Wars: X-Wing: Isard's Revenge,Star Wars: 9 ABY,4,3
"Staff, James Gleick",Information,,1,4
"Staff, The Harvard Lampoon Inc.",Nightlight: A Parody,,1,5
"Standiford, Les",Bringing Adam Home,,1,5
"Stanger, Adam Haeder; Stephen Addison Schneiter; Bruno Gomes Pessanha; James",LPI Linux Certification in a Nutshell,,1,5
"Stanisic, Sasa & Bell, Anthea",How the Soldier Repairs the Gramophone,,1,5
"Stanley, Jennifer",The Way of the Guilty: A Hope Street Church Mystery,Hope Street Church Mysteries,3,5
"Stark, Richard",Breakout,Parker,21,5
"Stark, Richard",Nobody Runs Forever,Parker,22,5
"Stark, Richard",Ask the Parrot,Parker,23,5
"Starr, Douglas",The Killer of Little Shepherds: A True Crime Story and the Birth of Forensic Science,,1,5
"Staten, Joseph",Halo: Contact Harvest,Halo,5,3
"Steel, Danielle",44 Charles Street,,1,5
"Steel, Danielle",A Good Woman,,1,5
"Steel, Danielle",Accident,,1,5
"Steel, Danielle",Amazing Grace,,1,5
"Steel, Danielle",Answered Prayers,,1,5
"Steel, Danielle",Big Girl: A Novel,,1,5
"Steel, Danielle",Bittersweet,,1,5
"Steel, Danielle",Bungalow 2,,1,5
"Steel, Danielle",Changes,,1,5
"Steel, Danielle",Coming Out,,1,5
"Steel, Danielle",Crossings,,1,5
"Steel, Danielle",Daddy,,1,5
"Steel, Danielle",Dating Game,,1,5
"Steel, Danielle",Echoes,,1,5
"Steel, Danielle",Family album,,1,5
"Steel, Danielle",Family Ties,,1,5
"Steel, Danielle",Fine things,,1,5
"Steel, Danielle",Five Days in Paris,,1,5
"Steel, Danielle",Full circle,,1,5
"Steel, Danielle",Granny Dan,,1,5
"Steel, Danielle",H.R.H.,,1,5
"Steel, Danielle",Heartbeat,,1,5
"Steel, Danielle",Honor Thyself,,1,5
"Steel, Danielle",Impossible,,1,5
"Steel, Danielle",Irresistible Forces,,1,5
"Steel, Danielle",Jewels,,1,5
"Steel, Danielle",Johnny Angel,,1,5
"Steel, Danielle",Journey,,1,5
"Steel, Danielle",Kaleidoscope,,1,5
"Steel, Danielle",Leap of Faith,,1,5
"Steel, Danielle",Legacy: A Novel,,1,5
"Steel, Danielle",Lightning,,1,5
"Steel, Danielle",Lone eagle,,1,5
"Steel, Danielle",Malice,,1,5
"Steel, Danielle",Matters of the Heart,,1,5
"Steel, Danielle",Miracle,,1,5
"Steel, Danielle",One Day at a Time,,1,5
"Steel, Danielle",Passion's Promise,,1,5
"Steel, Danielle",Ransom,,1,5
"Steel, Danielle",Remembrance,,1,5
"Steel, Danielle",Rogue,,1,5
"Steel, Danielle",Safe Harbour,,1,5
"Steel, Danielle",Second Chance,,1,5
"Steel, Danielle",Sisters,,1,5
"Steel, Danielle",Southern Lights: A Novel,,1,5
"Steel, Danielle",The Cottage,,1,5
"Steel, Danielle",The Gift,,1,5
"Steel, Danielle",The House,,1,5
"Steel, Danielle",The House on Hope Street,,1,5
"Steel, Danielle",The Kiss,,1,5
"Steel, Danielle",The Klone and I: A High-Tech Love Story,,1,5
"Steel, Danielle",The long road home,,1,5
"Steel, Danielle",The Promise,,1,5
"Steel, Danielle",The Ranch,,1,5
"Steel, Danielle",Toxic Bachelors,,1,5
"Steel, Danielle",Vanished,,1,5
"Steel, Danielle",Wings,,1,5
"Steel, Danielle",Zoya,,1,5
"Stegner, Wallace Earle",Beyond the Hundredth Meridian: John Wesley Powell and the Second Opening of the West,,1,5
"Stein, Garth",The Art of Racing in the Rain,,1,5
"Steinbeck, John",Cannery Row,Cannery Row,1,5
"Steinbeck, John",Bombs Away: The Story of a Bomber Team,,1,5
"Steinbeck, John",East of Eden,,1,5
"Steinbeck, John",Of mice and men,,1,5
"Steinbeck, John",Once there was a war,,1,5
"Steinbeck, John",The Grapes of Wrath,,1,5
"Steinbeck, John",The moon is down,,1,4
"Steinbeck, John",The red pony,,1,5
"Steinbeck, John",Tortilla Flat,,1,5
"Steinbeck, John & Demott, Robert",To a God unknown,,1,3
"Steinbeck, John & French, Warren G.",In Dubious Battle,,1,5
"Steinbeck, John & Kline, Rosa Harvan & Hackensmid, Alexander",The Forgotten Village,,1,5
"Steinbeck, John & Ricketts, Edward Flanders",The log from the Sea of Cortez,,1,5
"Steinbeck, John & Wagner-Martin, Linda & Orozco, José Clemente",The Pearl,,1,5
"Steinbeck, John & Wollenberg, Charles",The Harvest Gypsies: On the Road to the Grapes of Wrath,,1,4
"Steinbeck, Thomas",In the Shadow of the Cypress,,1,5
"Steinberg, Avi",Running the Books: The Adventures of an Accidental Prison Librarian,,1,5
"Steingarten, Jeffrey",It Must've Been Something I Ate: The Return of the Man Who Ate Everything,,1,5
"Stenzel, Natale",Pandora's Box,Pandora's Box,1,5
"Stephenson, Neal",Quicksilver,Baroque Cycle,1,5
"Stephenson, Neal",The confusion,Baroque Cycle,2,5
"Stephenson, Neal",The system of the world,Baroque Cycle,3,5
"Stephenson, Neal",Anathem,,1,5
"Stephenson, Neal",Cryptonomicon,,1,5
"Stephenson, Neal",In the beginning ...was the command line,,1,5
"Stephenson, Neal",Snow Crash,,1,3
"Stephenson, Neal",The Big U,,1,5
"Stephenson, Neal",The Diamond Age,,1,5
"Stephenson, Neal",Zodiac: The Eco-Thriller,,1,4
"Sterling, Bruce",The Caryatids,,1,5
"Sterling, Bruce",The Zenith Angle,,1,4
"Stern, Steve",The Frozen Rabbi,,1,5
"Steve, Stack",It Is Just You - Everythings Not Shit,,1,5
"Stevens, Taylor",The Informationist: A Thriller,,1,5
"Stevenson, Robert Louis",Strange Case of Dr Jekyll and Mr Hyde and Other Tales,,1,5
"Stevenson, Robert Louis",Treasure Island,,1,5
"Stewart, Amy",Wicked Plants,,1,5
"Stewart, Chris",Driving Over Lemons: An Optimist in Spain,Driving Over Lemons,1,3
"Stewart, Chris",Three Ways to Capsize a Boat: An Optimist Afloat,,1,5
"Stewart, Jon",Naked Pictures of Famous People,,1,5
"Stewart, Mariah",Dead Certain,Dead,2,5
"Stewart, Mariah",Dead Even,Dead,3,5
"Stewart, Mariah",The President's Daughter,,1,5
"Stewart, Mariah",Until Dark,,1,5
"Stewart, Matthew","The courtier and the heretic: Leibniz, Spinoza, and the fate of God in the modern world",,1,5
"Stewart, Sean",Star Wars: Yoda: Dark Rendezvous,Star Wars: 19.5 BBY,2,3
"Stewart, Trenton Lee",The Mysterious Benedict Society,The Mysterious Benedict Society,1,5
"Stewart, Trenton Lee",The Mysterious Benedict Society and the Perilous Journey,The Mysterious Benedict Society,2,5
"Stewart, Trenton Lee",The Mysterious Benedict Society and the Prisoner's Dilemma,The Mysterious Benedict Society,2,5
"Stiles, T. J.",The First Tycoon: The Epic Life of Cornelius Vanderbilt,,1,5
"Stinson, Barney & Kuhn, Matt",The Bro Code,,1,5
"Stirling, S. M.",Island in the Sea of Time,Island in the Sea of Time Trilogy,1,4
"Stirling, S. M.",Against the Tide of Years,Island in the Sea of Time Trilogy,2,4
"Stirling, S. M.",On the oceans of eternity,Island in the Sea of Time Trilogy,3,4
"Stirling, S. M.",The High King of Montival: A Novel of the Change,Nantucket event series,10,5
"Stockett, Kathryn",The Help,,1,5
"Stockwin, Julian",Artemis,Kydd,2,3
"Stockwin, Julian",Mutiny,Kydd,4,3
"Stoker, Bram",Dracula,,1,5
"Stoker, Bram",The Man,,1,4
"Stoker, Dacre & Holt, Ian",Dracula the Un-Dead,,1,5
"Stoker, Dacre & Holt, Ian",Dracula: The Un-Dead,,1,5
"Stokoe, Matthew",Empty Mile,,1,5
"Stolarz, Laurie Faria",Deadly Little Secret,,1,5
"Stone, Dave",Doctor Who: Slow Empire,Doctor Who: Eight Doctor,47,4
"Stone, Dave",Burning Heart,Doctor Who: Missing Adventures,30,3
"Stone, Dave",Doctor Who: Sky Pirates!,Doctor Who: New Adventures,40,3
"Stone, Dave",Doctor Who: Death and Diplomacy,Doctor Who: New Adventures,49,4
"Stone, Dave",Doctor Who: Ship of Fools,Doctor Who: New Adventures: Bernice Summerfield,4,1
"Stone, Dave",Doctor Who: Heart of Tardis,Doctor Who: Past Adventures,32,3
"Stone, Dave",Doctor Who: Citadel of Dreams,Doctor Who: Telos Novellas,2,3
"Stone, David",The Skorpion Directive,Micah Dalton,4,5
"Stone, David",The Venetian Judgement,,1,5
"Stone, Norman",The Atlantic and Its Enemies: A History of the Cold War,,1,5
"Story, Rosalyn",Wading Home: A Novel of New Orleans,,1,5
"Stover, Matthew Woodring",Star Wars: Shatterpoint,Star Wars: 21.5 BBY,1,3
"Stover, Matthew Woodring",Star Wars: Traitor,Star Wars: 27 ABY,5,3
"Stover, Matthew Woodring",Star Wars: Luke Skywalker and the Shadows of Mindor,Star Wars: 5.5 ABY,1,3
"Stover, Matthew Woodring & Lucas, George",Star Wars: Episode III: Revenge of the Sith,Star Wars: 19 BBY,2,3
"Stowe, Harriet Beecher",Uncle Tom's cabin,,1,5
"Strachan, Hew",The First World War,,1,5
"Stracher, Cameron",The Water Wars,,1,5
"Strahan, Jonathan",Eclipse 3: New Science Fiction and Fantasy,Eclipse Anthology,3,5
"Strahan, Jonathan",Eclipse 4: New Science Fiction and Fantasy SC,,1,5
"Strahan, Jonathan",Eclipse Three,,1,5
"Strahan, Jonathan",Engineering Infinity,,1,5
"Strahan, Jonathan",The Best Science Fiction & Fantasy of the Year,,1,5
"Strand, Jeff",Dweller,,1,5
"Strand, Jeff",Pressure,,1,5
"Strasser, Todd",Star Wars: Episode I Journal: Anakin Skywalker,Star Wars: 32 BBY,2,3
"Strasser, Todd",Blood on My Hands,,1,5
"Stratton, Rebecca",Castles in Spain,,1,4
"Straub, Peter",Mystery,The Blue Rose Trilogy,2,5
"Straub, Peter",A Dark Matter,,1,5
"Straub, Peter",Ghost Story,,1,4
"Straub, Peter",In the night room: a novel,,1,5
"Straub, Peter",Magic terror: seven tales,,1,5
"Straub, Peter",Mr. X,,1,5
"Straub, Peter",Poe's children: the new horror : an anthology,,1,5
"Straub, Peter",Shadowland,,1,4
"Straub, Peter",The Hellfire Club,,1,5
"Strauss, Neil",The Game,,1,4
"Streatfeild, Noel",Ballet Shoes: A Story of Three Children on the Stage,,1,5
"Strieber, Whitley",The Hunger,Miriam Blaylock,1,5
"Strieber, Whitley",The Last Vampire,Miriam Blaylock,2,5
"Strieber, Whitley",2012: The War for Souls,,1,4
"Strieber, Whitley",Lilith's Dream: A Tale of the Vampire Life,,1,4
"Strieber, Whitley",Majestic,,1,4
"Strieber, Whitley",The Night Church,,1,4
"Strieber, Whitley",The Omega Point,,1,5
"Strieber, Whitley",The Wild,,1,4
"Strieber, Whitley",The Wolfen,,1,4
"Stross, Charles",The Jennifer Morgue,The Laundry,2,5
"Stross, Charles",Overtime: A Tor.Com Original,The Laundry,5,5
"Stross, Charles",Wireless,,1,5
"Stroud, Les & Bombier, Laura",Survive!: Essential Skills and Tactics to Get You Out of Anywhere - Alive,,1,5
"Strout, Anton",Dead Waters,,1,5
"Strout, Elizabeth",Olive Kitteridge,,1,4
"Strutton, Bill",Doctor Who: The Zarbi,Doctor Who: Target,73,3
"Stuart, Anne",Ruthless,The House of Rohan,1,5
"Stuart, Julia","The Tower, the Zoo and the Tortoise",,1,5
"Stuart, William W.",The Real Hard Sell,,1,4
"Sullivan, James",Seven Dirty Words: The Life and Crimes of George Carlin,,1,5
"Sullivan, Robert",Rats: A Year With New York's Most Unwanted Inhabitants,,1,5
"Summers, Gillian",The Tree Shepherd's Daughter,Faire Folk Trilogy,1,3
"Summers, Gillian",Into the Wildewood,Faire Folk Trilogy,2,5
"Summers, Gillian",The Secret of the Dread Forest,Faire Folk Trilogy,3,5
"Summerscale, Kate",The suspicions of Mr. Whicher: a shocking murder and the undoing of a great Victorian detective,,1,5
"Summum, Karma-glin-pa , W. Y. Evans-Wentz , Lama Kazi Dawa-Samdup ,",The Tibetan Book of the Dead,,1,5
"Suskind, Ron",The Way of the World,,1,5
"Sutcliffe, Katherine",Whitehorse,,1,5
"Suzuki, Daisetz Teitaro",Manual of Zen Buddhism,,1,3
"Suzuki, Shunryu & Dixon, Trudy & Baker, Richard","Zen Mind, Beginner's Mind",,1,3
"Swain, James",The Night Stalker: A Novel of Suspense,Jack Carpenter,2,5
"Swain, James",The Night Monster: A Novel of Suspense,Jack Carpenter,3,5
"Swain, James",Deadman's Bluff,,1,5
"Swain, James",Midnight Rambler: A Novel of Suspense,,1,5
"Swain, James",Sucker Bet,,1,5
"Swallow, James",Doctor Who: Peacemaker,Doctor Who: New Series,21,3
"Swallow, James",Star Trek: Terok Nor: Day of the Vipers,Star Trek,2008.04,4
"Swann, S. Andrew",Prophets,Apotheosis,1,5
"Swann, S. Andrew",Messiah,Apotheosis,3,5
"Swanwick, Michael",Dancing With Bears,,1,5
"Swanwick, Michael",Stations of the Tide,,1,5
"Swanwick, Michael",The Dog Said Bow-Wow,,1,5
"Swift, Jonathan",Gulliver's Travels,,1,5
"Swirsky, Rachel",A Memory of Wind,,1,5
"Swirsky, Rachel","Eros, Philia, Agape",,1,5
"Swiss, Deborah J.",The Tin Ticket: The Heroic Journey of Australia's Convict Women,,1,5
"Syjuco, Miguel",Ilustrado,,1,5
"Sykes, Sam",Tome of the Undergates,The Aeon's Gate,1,5
"Symon, Michael & Ruhlman, Michael & Flay, Bobby",Michael Symon's Live to Cook: Recipes and Techniques to Rock Your Kitchen,,1,5
"Szwed, John",Alan Lomax,,1,5
"Tabor, James M.",Blind Descent: The Quest to Discover the Deepest Place on Earth,,1,5
"Tademy, Lalita",Cane River,Tademy Family Chronicles,1,5
"Tafoya, Dennis",The Dope Thief,,1,4
"Taibbi, Matt","Griftopia: Bubble Machines, Vampire Squids, and the Long Con That Is Breaking America",,1,5
"Taleb, Nassim Nicholas",The Bed of Procrustes: Philosophical and Practical Aphorisms,,1,5
"Taleb, Nassim Nicholas",The Black Swan: The Impact of the Highly Improbable,,1,5
"Talese, Gay",Honor thy father,,1,5
"Talty, Stephan","Empire of Blue Water: Captain Morgan's Great Pirate Army, the Epic Battle for the Americas, and the Catastrophe That Ended the Oulaws' Bloody Reign",,1,5
"Tan, Amy",The Joy Luck Club,,1,4
"Tan, Maureen",Too Close To Home,Silhouette Bombshell,108,5
"Tang, Camy",Sushi for One?,Sushi,1,5
"Taraborrelli, J. Randy","Michael Jackson: The Magic, the Madness, the Whole Story, 1958-2009",,1,5
"Taraborrelli, J. Randy",The Secret Life of Marilyn Monroe,,1,5
"Taubes, Gary","Good Calories, Bad Calories: Challenging the Conventional Wisdom on Diet, Weight Control, and Disease",,1,5
"Taubes, Gary",Why We Get Fat: And What to Do About It,,1,5
"Tavakoli, Janet M.","Dear Mr. Buffett: What an Investor Learns 1,269 Miles From Wall Street",,1,5
"Taylor, Brad",One Rough Man,,1,5
"Taylor, Glenn",The Marrowbone Marble Company,,1,5
"Taylor, Jeri",Unification,Star Trek: TNG,23,3
"Taylor, Justin",The Apocalypse Reader,,1,5
"Taylor, K. J.",The Dark Griffin,The Fallen Moon,1,5
"Taylor, Nick",American-Made: The Enduring Legacy of the WPA : When FDR Put the Nation to Work,,1,5
"Taylor, Patrick",An Irish Country Village,Irish country,2,5
"Taylor, Sarah Stewart",O' Artful Death,Sweeney St. George Mysteries,1,5
"Taylor, Travis S.",One Day on Mars,One Day On Mars,1,4
